recipe_name;recipe_url;recipe_image;ingredients;raw_ingredients;instructions
Chicken En Papillote With Basil and Cherry Tomatoes;http://www.foodista.com/recipe/GY4BZ7SZ/chicken-en-papillote-with-basil-and-cherry-tomatoes;https://spoonacular.com/recipeImages/Chicken-En-Papillote-With-Basil-and-Cherry-Tomatoes-638071.jpg;Garnish: fresh basil chiffonade,2 leaves basil, chiffonade,4 to 5 cherry tomatoes, halved,1 garlic clove, sliced,2 tablespoons olive oil,1 small Onion quartered,salt and pepper, to taste,1 boneless chicken breast (with or skinless),2 tablespoons white wine;basil,basil,cherry tomatoes,garlic clove,olive oil,onion,salt and pepper,skinless boneless chicken breast,white wine;<ol><li>Preheat oven to 400 degrees.</li><li>Salt and pepper chicken and place on parchment sheet. Drizzle with olive oil.</li><li>Add onion, garlic, white wine, cherry tomatoes and basil. Wrap parchment tightly around contents and secure into a package with kitchen twine. Place on cookie sheet.</li><li>Place in oven for 35 to 40 minutes or until thermometer inserted into chicken reads 165 degrees. Unwrap package and serve hot, with a garnish of fresh basil chiffonade.</li></ol>
Cheesy Chicken Enchilada Quinoa Casserole;http://www.pinkwhen.com/cheesy-chicken-enchilada-quinoa-casserole/;https://spoonacular.com/recipeImages/cheesy-chicken-enchilada-quinoa-casserole-715421.jpg;1 small Avocado (chopped), � tsp black pepper,1 (15oz) can of black beans (I like the low sodium version),1 (10oz) can of tomatoes with green chilis, � tsp chili powder,1 cup cooked quinoa, � tsp cumin,1 (10oz) can of verde enchilada sauce,fresh cilantro (2Tbsp and 2 tsp separated),green onion tops (chopped),1 Roma tomato (chopped),salt to taste,2 cups of shredded cheese (my favorite is the Kraft Mexican 4 cheese blend and one bag equals two cups!),1 boneless skinless chicken breast (boiled and shredded),1 (15oz) can of sweet corn (you are only going to use half of the can), � tsp white pepper;avocado,black pepper,canned black beans,canned tomatoes,chili powder,cooked quinoa,cumin,enchilada sauce,fresh cilantro,green onion tops,roma tomato,salt,shredded cheese,skinless boneless chicken breast,sweet corn,white pepper;To get started, heat your oven to 350 and prepare an 8x8 baking dish. Cook the quinoa according to the instructions. If you haven\'t already, boil and shred your chicken breast.In a medium sized mixing bowl add 2 Tbsp cilantro, 1 cup shredded cheese, quinoa, tomatoes with chilis, black beans, half of the can of sweet corn, verde enchilada sauce, cumin, chili powder, white pepper, black pepper, and salt to taste. Mix everything well, and then pour into the 8 x8 baking dish. Cover with the last cup of cheese and then bake in the oven for 15 minutes.Remove from oven and allow to cool for 5 minutes. Then top with chopped Roma tomato, chopped avocado, green onion tops, and remaining 2 tsp of cilantro. Serve immediately.
Butternut Squash Risotto With Pancetta and Sage Oil;http://www.foodista.com/recipe/5DKW4NLB/butternut-squash-risotto-with-pancetta-and-sage-oil;https://spoonacular.com/recipeImages/Butternut-Squash-Risotto-With-Pancetta-and-Sage-Oil-636601.jpg;2 cups Arborio rice,3 tablespoons butter,1 1/2 cups butternut squash puree,1 cup dry white wine,4 tablespoons olive oil,3 slices pancetta, diced,1 cup Parmesan cheese,5 sage leaves,2 large shallots, finely diced,1 package (32 oz) vegetable stock;arborio rice,butter,butternut squash,dry white wine,olive oil,pancetta,parmesan cheese,sage leaves,shallots,vegetable stock;<ol><li>Warm stock in small saucepan, keep warm.</li><li>In small saut pan warm olive oil with sage leaves until fragrant.  Be careful not to burn leaves.  Cook 5-6 minutes and let cool.</li><li>In a medium saucepan melt butter over medium heat.  Add shallots and pancetta.  Saut until  shallots are translucent.</li><li>Add rice and stir until coated in butter.</li><li>Add wine and cook 2-3 minutes.</li><li>Slowly begin adding in stock, 1-2 ladles at a time.  Allow rice to absorb liquid before adding another ladle-full..   Continue to cook until rice is al dente (has a little bite).</li><li>Add parmesan and squash puree and mix until smooth and creamy.</li><li>Top with a drizzle of sage oil.</li></ol>
Farro With Mushrooms and Asparagus;http://www.foodista.com/recipe/DMV5G8FD/farro-with-mushrooms-and-asparagus;https://spoonacular.com/recipeImages/Farro-With-Mushrooms-and-Asparagus-642605.jpg;1 bunch asparagus, cut into  � pieces,2 cups chicken stock,1 ounce dried porcini mushrooms,8 ounces farro,1 tablespoon chopped fresh thyme,2 cloves of garlic, finely chopped,2 tablespoons olive oil,1 medium onion, chopped,Salt and pepper, to taste,3 tablespoons sherry vinegar;asparagus,chicken stock,dried porcini mushrooms,farro,fresh thyme,garlic,olive oil,onion,salt and pepper,sherry vinegar;<ol><li>In a small bowl, cover dried mushrooms with warm water.  Soak for 25 minutes, or until softened.</li><li>Drain the mushrooms, and discard the soaking water.  Chop finely.</li><li>Bring a large pot of water to a boil.</li><li>Add farro, and cook for 10 minutes, stirring occasionally.  Drain and reserve.</li><li>In a large skillet, over medium heat, heat the olive oil, and add onion, garlic, thyme, and mushrooms.</li><li>Cook, stirring occasionally, for 5 minutes or until onions are tender.</li><li>Stir in 2 tablespoons of sherry vinegar, and continue cooking for 1 minute.</li><li>Add chicken stock, and bring it to a boil.</li><li>Stir in farro, and return to a boil.</li><li>Lower the heat to a simmer, and cover with a tight fitting lid.  Cook for 10 minutes.</li><li>Add asparagus, and cook, covered, for an additional 10 minutes.</li><li>Season with 1 tablespoon sherry vinegar, salt and pepper.</li></ol>
Plantain Pizza;http://www.afrolems.com/2014/03/08/plantain-pizza/;https://spoonacular.com/recipeImages/plantain-pizza-716300.jpg;1 cup of chopped Beef,1 Bell pepper (Blended),1 handful of chopped bell peppers,2 cups of Bread flour,1 tablespoon of oil,1 teaspoon oil,A handful of chopped onions,1 over-ripe plantain (Mashed),1 teaspoon salt,Seasoning cube,1/2 teaspoon of sugar,1 tomato(Blended),3/4 cup of water,1.5 teaspoons of yeast;beef,bell pepper,bell peppers,bread flour,oil,oil,onions,plantain,salt,seasoning cube,sugar,tomato,water,yeast;<p>Dissolve the yeast in warm water and leave to stand for about 5 minutes.Mix the oil, flour, salt, sugar and mashed plantain and pour in the dissolved yeast.Knead the dough till its elastic which may take aBout 15-20 minutes By hand or 10 minutes in a mixer.Coat a Bowl lightly with oil and place the dough in it. Cover with a plastic wrap and leave to rise between 1.5  �� 2 hours.While the dough is rising, heat up the oil for the sauce, fry the Blended tomato and pepper, season and stir fry the Beef in the tomato sauce. Set aside.When the dough rises, divide into two. Sprinkle some flour on a flat surface and with a rolling pin, flatten out the dough but not excessively. Cut the dough into your desired shape, rub some oil on it and spread your sauce and toppings on it and set aside.Heat up your oven to 350 F and place your pizza dough on a lightly oiled foil pan and Bake for 12-15 mins. Serve warm</p>
Apple Cheddar Turkey Burgers With Chipotle Yogurt Sauce;http://www.foodista.com/recipe/47V5F2DH/apple-cheddar-turkey-burgers-with-chipotle-yogurt-sauce;https://spoonacular.com/recipeImages/Apple-Cheddar-Turkey-Burgers-With-Chipotle-Yogurt-Sauce-632502.jpg;1 whole apple, diced,1/2 cup bread crumbs,1 pound ground turkey (give or take 3 ounces depending on package weight),1-2 tablespoons chipotle hot sauce (or your favorite hot sauce or salsa),1/4 onion, finely chopped,1 cup plain yogurt,Salt and Pepper to taste,1 cup sharp cheddar cheese, grated,Garnish with diced green onions;apple,bread crumbs,ground turkey,hot sauce,onion,plain yogurt,salt and pepper,sharp cheddar cheese,garnish;<ol><li>Mix burger ingredients in a bowl and shape into 4-6 patties. Grill (or pan fry) for 2 minutes each side or until juices run clear. Serve with a dollop of chipotle yogurt sauce.</li></ol>
Apple-Cheesecake Tart with Salted Caramel Glaze;http://www.foodista.com/recipe/TQY43VQT/apple-cheesecake-tart-with-salted-caramel-glaze;https://spoonacular.com/recipeImages/Apple-Cheesecake-Tart-with-Salted-Caramel-Glaze-632625.jpg;1 teaspoon butter,2 tablespoons double cream,1 large egg, lightly beaten,1 cup flour,2 Granny Smith apples chopped,50g ground almonds,1/2 teaspoon ground cinnamon,juice of half a medium lemon,225g plain, full-fat cream cheese, softened,50g raw sugar,1 good pinch sea salt,1/2 cup sugar (feel free to use Splenda Baker\'s Mix... I do and it is just as delicious.,1/2 teaspoon vanilla extract;butter,double cream,egg,flour,granny smith apples,ground almonds,ground cinnamon,juice of lemon,low-fat cream cheese,raw sugar,sea salt,sugar,vanilla extract;<ol><li>Crust: Using a stand mixer or handheld electric whisk, cream the butter, sugar and vanilla together until lightened. By hand, gently mix in the flour and almonds. Press the resulting crumbs into a 25cm loose-bottomed tin (or several smaller ones if you have decided to make individual servings).</li><li>Custard: Using a stand mixer or handheld electric whisk, cream together the cream cheese and sugar. Add the egg and vanilla and mix to completely combine. Pour into the prepared (uncooked) crust.</li><li>Apples: Slice the apples as thinly as possible - a mandoline is good for this. Toss gently in the sugar, cinnamon and lemon. Leave to soften for 10 minutes or so. Arrange in a layer on top of the custard. Start by laying overlapping apple slices all the way round the edge. Next create the \'rose\' - arrange the slices in a spiral, standing the apple slices a little on their edge, until the centre hole is completely filled in. Save the smallest, thinnest pieces for the very centre as they will have to bend the most. Cover the tart with tin foil and bake in a preheated oven set at 190c for 30 minutes (this step helps soften the apples). Remove the foil and bake for 15-25 minutes longer, until the custard is puffed and the apple edges are lightly browned.</li><li>Glaze: When you take the tin foil off the apple tart, start making the glaze. Melt the sugar in a small saucepan over medium-high heat and cook until rich and golden. Add the butter and salt and stir to combine. Add the cream and continue to cook, stirring constantly, until the ingredients have formed a smooth, unified caramel. When the tart looks nearly ready, remove it from the oven and brush with the glaze. Return to the oven and cook for a further few minutes until the glaze is gently bubbling. Cool to room temperature.  Can be kept in the fridge for several days - store in the baking tin and wrap well.</li></ol>
Slow Cooker Lamb Curry;http://www.foodista.com/recipe/Z5MXNR2V/slow-cooker-lamb-curry;https://spoonacular.com/recipeImages/Slow-Cooker-Lamb-Curry-660290.jpg;2 baking Potatoes,2 cups of beef broth,2 tablespoons of Butter,1 bunch of Cilantro, Chopped,2 tablespoons of Curry,1/2 teaspoon of fennel powder,1/2 teaspoon of Garam Masala,3 cloves of Garlic, Minced,1 teaspoon of Ginger,5 1/2 pounds of Cooked Lamb stew meat,6 ounces of Mushrooms, Chopped,2 tablespoons of Olive Oil,1 Onion, Diced,1 tablespoon of Oregano,1/2 cup of Plain Yogurt,1 tablespoon of Rosemary,1/2 teaspoon of Salt,1 can of Tomato Paste;baking potatoes,beef broth,butter,cilantro,curry paste,fennel powder,garam masala,garlic,ginger,lamb stew meat,mushrooms,olive oil,onion,oregano,plain yogurt,rosemary,salt,tomato paste;<ol><li>Pull out your slow cooker and add everything into the pot with the exception of the yogurt.</li><li>Now turn on your pot, setting it on low for the next 4-6 hours or high for the next 3-5.</li><li>When the time is up, open up your slow cooker, grab your yogurt and stir it into the curry.</li><li>Serve over rice.</li></ol>
Buckwheat Banana Pancakes;http://www.foodista.com/recipe/MRC4H53Z/buckwheat-banana-pancakes;https://spoonacular.com/recipeImages/Buckwheat-Banana-Pancakes-636385.jpg;5 tablespoons almond milk (or milk), � teaspoon baking powder, � teaspoon baking soda,1 medium banana, sliced,1/2 cup Buckwheat flour, � teaspoon cinnamon, � tablespoon flax seed, � tablespoon maple syrup, � tablespoon oil, optional,3 tablespoons plain yogurt, � cup rolled oats, ground into flour in a food processor or blender,1/2 teaspoon Salt, � teaspoon vanilla;almond milk,baking powder,baking soda,banana,buckwheat flour,cinnamon,flax seed,maple syrup,oil,plain yogurt,rolled oats,salt,vanilla;<ol><li>Preheat a large skillet over medium heat for 3-5 minutes while you make the batter.</li><li>Whisk together the flours, flax seed, baking powder, baking soda and salt. Add the yogurt, milk, maple syrup, vanilla and oil, if using. Mix until smooth (there is no gluten in this batter, so no worries about over-mixing and creating tough pancakes). Batter should be thick, but if you like thinner pancakes, add an additional tablespoon or two of milk. Fold in sliced bananas.</li><li>Grease with a few drops of oil and spread around the pan. Add batter,  cup at a time (batter should sizzle when it hits the pan). Cook for about 2 minutes on each side (the first pancakes will take the longest to cook) and serve warm, with lots of maple syrup, additional bananas, nuts, chocolate chips, etc.</li></ol>
Worlds Greatest Lasagna Roll Ups;http://www.pinkwhen.com/worlds-greatest-lasagna-roll-ups-recipe/;https://spoonacular.com/recipeImages/worlds-greatest-lasagna-roll-ups-715560.jpg;1 (8 oz) can tomato sauce,1 (16 oz) can tomato sauce,1 � tsp dried basil,1 egg,1 Tbsp extra virgin olive oil,1 (15 oz) can diced tomatoes (I use flavored fire roasted with basil),4 Tbsp chopped fresh parsley,2 cloves garlic (minced), � tsp ground black pepper,1 pound Italian Sausage,1 tsp Italian seasoning,Uncooked Lasagna noodles,1 pound Lean Ground Beef (I like 93/7),sliced mozzarella cheese, � cup chopped onion, � cup grated parmesan reggiano,(16 oz) ricotta cheese, � tsp salt, � cup water;canned tomato sauce,canned tomato sauce,dried basil,egg,extra virgin olive oil,fire roasted canned tomatoes,fresh parsley,garlic,ground pepper,italian sausage,italian seasoning,lasagna noodles,lean ground beef,mozzarella cheese,onion,parmesan,ricotta cheese,salt,water;In a large sauce pan on medium heat start browning your meat.On medium heat in a separate pan with the Tbsp of olive oil start to cook the onion, garlic, Italian seasoning, and basil for about 6-8 minutes, or until onion is translucent. Add this to the meat mixture, along with the tomatoes, tomato sauce, water, black pepper, and 2 tbsp of the fresh parsley. Allow to simmer uncovered for 1 hour.Bring a large pot of water to boil and begin cook the lasagna noodles for 8-10 minutes. Drain and rinse with cold water.In a small mixing bowl combine remaining parsley, ricotta cheese, egg,  tsp salt and mix well.Heat oven to 375. Pour some meat sauce into the bottom of a 9 x 13 glass baking dish.To make the roll ups place a noodle onto a flat surface and spread with the cheese mixture. Then sprinkle a little parmesan reggiano cheese on the cheese mixture.Then roll them up!Once you have all of the lasagna roll ups lined into the dish, cover each with a little more of the meat mixture. Top with a slice of mozzarella cheese and then cover the dish with foil. Bake in the oven for 20 minutes. Remove foil and bake for an additional 10 minutes uncovered. Remove from the oven and allow to cool for 10 minutes before serving.
